Model Name,Action,Source File,Target File,Score,Top 3 Candidates,Message
Trencher Cannon Crew,COPIED,portrait cygnar trencher cannon crew.png,Trencher Cannon Crew.png,100,portrait cygnar trencher cannon crew.png (100) | portrait skorne venator flayer cannon crew.png (82) | portrait mercenary steelhead cannon crew.png (80),'portrait cygnar trencher cannon crew.png' → 'Trencher Cannon Crew.png'  (score 100)
Trencher Chain Gun Crew,COPIED,portrait cygnar trencher chain gun crew.png,Trencher Chain Gun Crew.png,100,portrait cygnar trencher chain gun crew.png (100) | portrait cygnar trencher cannon crew.png (84) | portrait-cygnar-Heavy-Machine-Gun-Crew.png (71),'portrait cygnar trencher chain gun crew.png' → 'Trencher Chain Gun Crew.png'  (score 100)
Trencher Combat Engineers,COPIED,portrait cygnar trencher combat engineers.png,Trencher Combat Engineers.png,100,portrait cygnar trencher combat engineers.png (100) | portrait cygnar trencher master gunner.png (72) | portrait cygnar trencher commandos.png (70),'portrait cygnar trencher combat engineers.png' → 'Trencher Combat Engineers.png'  (score 100)
Trencher Commando Scattergunners,COPIED,portrait cygnar trencher commando scattergunner.png,Trencher Commando Scattergunners.png,98,portrait cygnar trencher commando scattergunner.png (98) | portrait cygnar trencher master gunner.png (78) | portrait cygnar trencher commando officer.png (74),'portrait cygnar trencher commando scattergunner.png' → 'Trencher Commando Scattergunners.png'  (score 98)
Trencher Commandos,COPIED,portrait cygnar trencher commandos.png,Trencher Commandos.png,100,portrait cygnar trencher commandos.png (100) | portrait cygnar trencher commando officer.png (94) | portrait cygnar trencher commando scattergunner.png (94),'portrait cygnar trencher commandos.png' → 'Trencher Commandos.png'  (score 100)
Trencher Express Team,COPIED,portrait cygnar trencher express team.png,Trencher Express Team.png,100,portrait cygnar trencher express team.png (100) | portrait convergence axis the harmonic enforcer.png (62) | portrait convergence prime axiom.png (62),'portrait cygnar trencher express team.png' → 'Trencher Express Team.png'  (score 100)
Trencher Infantry,COPIED,portrait cygnar trencher infantry officer & sniper.png,Trencher Infantry.png,100,portrait cygnar trencher infantry officer & sniper.png (100) | portrait cygnar trencher infantry rifle grenadier.png (100) | portrait cygnar trencher infantry.png (100),'portrait cygnar trencher infantry officer & sniper.png' → 'Trencher Infantry.png'  (score 100)
Trencher Long Gunners,COPIED,portrait cygnar trencher long gunners.png,Trencher Long Gunners.png,100,portrait cygnar trencher long gunners.png (100) | portrait cygnar trencher long gunner officer.png (95) | portrait cygnar long gunner infantry officer & standard.png (71),'portrait cygnar trencher long gunners.png' → 'Trencher Long Gunners.png'  (score 100)
Trencher Rifle Grenadiers,COPIED,portrait cygnar trencher infantry rifle grenadier.png,Trencher Rifle Grenadiers.png,82,portrait cygnar trencher infantry rifle grenadier.png (82) | portrait cygnar trencher long gunners.png (70) | portrait cygnar stormsmith grenadiers.png (68),'portrait cygnar trencher infantry rifle grenadier.png' → 'Trencher Rifle Grenadiers.png'  (score 82)
Captain Allison Jakes,COPIED,portrait cygnar captain allison jakes.png,Captain Allison Jakes.png,100,portrait cygnar captain allison jakes.png (100) | Cygnar_Allison-Jakes.png (86) | portrait cygnar lieutenant allison jakes.png (84),'portrait cygnar captain allison jakes.png' → 'Captain Allison Jakes.png'  (score 100)
General Adept Nemo,COPIED,portrait cygnar general adept nemo.png,General Adept Nemo.png,100,portrait cygnar general adept nemo.png (100) | portrait cygnar commander adept nemo.png (85) | portrait cygnar artificer general nemo.png (80),'portrait cygnar general adept nemo.png' → 'General Adept Nemo.png'  (score 100)
Lord General Coleman Stryker,COPIED,portrait cygnar lord general coleman stryker.png,Lord General Coleman Stryker.png,100,portrait cygnar lord general coleman stryker.png (100) | portrait cygnar commander coleman stryker.png (81) | portrait cygnar lord commander stryker.png (72),'portrait cygnar lord general coleman stryker.png' → 'Lord General Coleman Stryker.png'  (score 100)
Major Beth Maddox,COPIED,portrait cygnar major beth maddox.png,Major Beth Maddox.png,100,portrait cygnar major beth maddox.png (100) | Khador_Behemoth.png (64) | portrait mercenary gorman the mad.png (64),'portrait cygnar major beth maddox.png' → 'Major Beth Maddox.png'  (score 100)
Avenger,COPIED,portrait cryx scavenger.png,Avenger.png,100,portrait cryx scavenger.png (100) | portrait cygnar avenger.png (100) | portrait orgoth ravener.png (92),'portrait cryx scavenger.png' → 'Avenger.png'  (score 100)
Brickhouse,COPIED,portrait cygnar brickhouse.png,Brickhouse.png,100,portrait cygnar brickhouse.png (100) | portrait cygnar trencher blockhouse.png (82) | portrait grymkin slaughterhouse.png (75),'portrait cygnar brickhouse.png' → 'Brickhouse.png'  (score 100)
Dynamo,COPIED,portrait cygnar dynamo.png,Dynamo.png,100,portrait cygnar dynamo.png (100) | portrait mercenary dez & gubbin dynamite duo.png (83) | portrait infernals lord roget dvyaros.png (67),'portrait cygnar dynamo.png' → 'Dynamo.png'  (score 100)
Firefly,COPIED,portrait cygnar firefly.png,Firefly.png,100,portrait cygnar firefly.png (100) | portrait crucible doctor adolpheus morely.png (73) | portrait mercenary alexia mistress of the witchfire.png (73),'portrait cygnar firefly.png' → 'Firefly.png'  (score 100)
Ol' Rowdy,COPIED,portrait cygnar ol rowdy.png,Ol' Rowdy.png,100,portrait cygnar ol rowdy.png (100) | option orgoth jackal left arm heavy bolt thrower.png (67) | option orgoth tyrant left arm quad bolt thrower.png (67),'portrait cygnar ol rowdy.png' → 'Ol' Rowdy.png'  (score 100)
Reliant,COPIED,portrait cygnar reliant.png,Reliant.png,100,portrait cygnar reliant.png (100) | portrait-gravediggers-valiant.png (83) | portrait trollblood trollkin gunnery sergeant.png (77),'portrait cygnar reliant.png' → 'Reliant.png'  (score 100)
Stormclad,COPIED,portrait cygnar stormclad.png,Stormclad.png,100,portrait cygnar stormclad.png (100) | portrait cygnar stormblade captain.png (89) | portrait cygnar stormblade infantry officer & standard.png (89),'portrait cygnar stormclad.png' → 'Stormclad.png'  (score 100)
Thunderhead,COPIED,Cygnar_Thunderhead.png,Thunderhead.png,100,Cygnar_Thunderhead.png (100) | portrait cygnar thunderhead.png (100) | portrait cygnar tempest thunderer.png (80),'Cygnar_Thunderhead.png' → 'Thunderhead.png'  (score 100)
Captain Arlan Strangewayes,COPIED,portrait cygnar captain arlan strangewayes.png,Captain Arlan Strangewayes.png,100,portrait cygnar captain arlan strangewayes.png (100) | TA_Targ.png (71) | portrait cygnar captain kara sloan.png (68),'portrait cygnar captain arlan strangewayes.png' → 'Captain Arlan Strangewayes.png'  (score 100)
Lieutenant Allison Jakes,COPIED,portrait cygnar lieutenant allison jakes.png,Lieutenant Allison Jakes.png,100,portrait cygnar lieutenant allison jakes.png (100) | Cygnar_Allison-Jakes.png (84) | portrait cygnar captain allison jakes.png (81),'portrait cygnar lieutenant allison jakes.png' → 'Lieutenant Allison Jakes.png'  (score 100)
Lieutenant Gwen Keller,COPIED,portrait cygnar lieutenant gwen keller.png,Lieutenant Gwen Keller.png,100,portrait cygnar lieutenant gwen keller.png (100) | portrait cygnar journeyman lieutenant allister caine.png (68) | portrait cygnar lieutenant allister caine.png (68),'portrait cygnar lieutenant gwen keller.png' → 'Lieutenant Gwen Keller.png'  (score 100)
Major Katherine Laddermore,COPIED,portrait cygnar major katherine laddermore.png,Major Katherine Laddermore.png,100,portrait cygnar major katherine laddermore.png (100) | Khador_Allister-Caine.png (61) | option cryx raptor back heavier armor.png (60),'portrait cygnar major katherine laddermore.png' → 'Major Katherine Laddermore.png'  (score 100)
Savio Montero Acosta,COPIED,portrait mercenary savio montero acosta.png,Savio Montero Acosta.png,100,portrait mercenary savio montero acosta.png (100) | portrait mercenary constance blaize knight of the prophet.png (60) | portrait minions the wastelander.png (60),'portrait mercenary savio montero acosta.png' → 'Savio Montero Acosta.png'  (score 100)
Sir Dreyfus the Storm Knight,COPIED,portrait cygnar sir dreyfus the storm knight.png,Sir Dreyfus the Storm Knight.png,100,portrait cygnar sir dreyfus the storm knight.png (100) | Khador_Nightfall.png (62) | portrait mercenary precursor knights.png (62),'portrait cygnar sir dreyfus the storm knight.png' → 'Sir Dreyfus the Storm Knight.png'  (score 100)
Stormblade Captain,COPIED,portrait cygnar stormblade captain.png,Stormblade Captain.png,100,portrait cygnar stormblade captain.png (100) | portrait cryx satyxis raider captain.png (76) | portrait crucible crucible guard rocketman captain.png (73),'portrait cygnar stormblade captain.png' → 'Stormblade Captain.png'  (score 100)
Stormsmith Stormcaller,COPIED,portrait cygnar stormsmith stormcaller.png,Stormsmith Stormcaller.png,100,portrait cygnar stormsmith stormcaller.png (100) | portrait cygnar stormsmith storm tower.png (82) | portrait cygnar storm caller.png (72),'portrait cygnar stormsmith stormcaller.png' → 'Stormsmith Stormcaller.png'  (score 100)
Field Mechaniks,COPIED,portrait cygnar field mechaniks.png,Field Mechaniks.png,100,portrait cygnar field mechaniks.png (100) | portrait khador battle mechaniks.png (85) | portrait mercenary arcane mechaniks.png (85),'portrait cygnar field mechaniks.png' → 'Field Mechaniks.png'  (score 100)
Silver Line Stormguard,COPIED,portrait cygnar silver line stormguard.png,Silver Line Stormguard.png,100,portrait cygnar silver line stormguard.png (100) | portrait cygnar stormguard infantry.png (64) | portrait cygnar stormguard legionnaires.png (64),'portrait cygnar silver line stormguard.png' → 'Silver Line Stormguard.png'  (score 100)
Storm Lances,COPIED,portrait cygnar storm lances.png,Storm Lances.png,100,portrait cygnar storm lances.png (100) | portrait cygnar storm lance legionnaires.png (92) | portrait cygnar storm vane.png (82),'portrait cygnar storm lances.png' → 'Storm Lances.png'  (score 100)
Stormblade Infantry,COPIED,portrait cygnar stormblade infantry officer & standard.png,Stormblade Infantry.png,100,portrait cygnar stormblade infantry officer & standard.png (100) | portrait cygnar stormblade infantry storm gunner.png (100) | portrait cygnar stormblade infantry.png (100),'portrait cygnar stormblade infantry officer & standard.png' → 'Stormblade Infantry.png'  (score 100)
Stormguard Infantry,COPIED,portrait cygnar stormguard infantry.png,Stormguard Infantry.png,100,portrait cygnar stormguard infantry.png (100) | portrait khador winter guard infantry.png (86) | portrait crucible crucible guard infantry.png (85),'portrait cygnar stormguard infantry.png' → 'Stormguard Infantry.png'  (score 100)
Stormsmith Grenadiers,COPIED,portrait cygnar stormsmith grenadiers.png,Stormsmith Grenadiers.png,100,portrait cygnar stormsmith grenadiers.png (100) | portrait cygnar grenadier.png (69) | portrait cygnar stormsmith stormcaller.png (67),'portrait cygnar stormsmith grenadiers.png' → 'Stormsmith Grenadiers.png'  (score 100)
Stormsmith Storm Tower,COPIED,portrait cygnar stormsmith storm tower.png,Stormsmith Storm Tower.png,100,portrait cygnar stormsmith storm tower.png (100) | portrait cygnar stormsmith stormcaller.png (82) | option cygnar courser right arm heavy stormthrower.png (71),'portrait cygnar stormsmith storm tower.png' → 'Stormsmith Storm Tower.png'  (score 100)
"Lanyssa Ryssyl, Aransor of Shadows",COPIED,Dusk_Lanyssa-Ryssyl.png,"Lanyssa Ryssyl, Aransor of Shadows.png",85,Dusk_Lanyssa-Ryssyl.png (85) | portrait khymaera rassyk spawn of shadows.png (68) | portrait minions lanyssa ryssyl nyss sorceress.png (67),"'Dusk_Lanyssa-Ryssyl.png' → 'Lanyssa Ryssyl, Aransor of Shadows.png'  (score 85)"
Benkei,COPIED,Cryx_Mind-Bender.png,Benkei.png,67,Cryx_Mind-Bender.png (67) | Cygnar_Beaker.png (67) | portrait convergence aurora the numen of aerogenesis.png (67),'Cryx_Mind-Bender.png' → 'Benkei.png'  (score 67)
Sasha,COPIED,portrait crucible marshal general baldwin gearhart & mr clogg continued.png,Sasha.png,80,portrait crucible marshal general baldwin gearhart & mr clogg continued.png (80) | portrait crucible marshal general baldwin gearhart & mr clogg.png (80) | portrait khymaera shadowmancer scion.png (80),'portrait crucible marshal general baldwin gearhart & mr clogg continued.png' → 'Sasha.png'  (score 80)
Cylena Raefyll,COPIED,Dusk_Cylena-Raefyll.png,Cylena Raefyll.png,100,Dusk_Cylena-Raefyll.png (100) | FaneOfNyrro_Dusk_Cylena-Raefyll.png (100) | portrait mercenary cylena raefyll & nyss hunters.png (100),'Dusk_Cylena-Raefyll.png' → 'Cylena Raefyll.png'  (score 100)
The Last Watch,COPIED,Dusk_Last-Watch1.png,The Last Watch.png,88,Dusk_Last-Watch1.png (88) | Dusk_Last-Watch2.png (88) | Dusk_Last-Watch3.png (88),'Dusk_Last-Watch1.png' → 'The Last Watch.png'  (score 88)
"Hazaroth, Narcissar of Ruin",COPIED,portrait dusk hazaroth narcissar of ruin.png,"Hazaroth, Narcissar of Ruin.png",100,portrait dusk hazaroth narcissar of ruin.png (100) | Orgoth_Anathia.png (64) | option orgoth molok left arm hand of ruin.png (58),"'portrait dusk hazaroth narcissar of ruin.png' → 'Hazaroth, Narcissar of Ruin.png'  (score 100)"
"Hellyth, Scyir of Nightfall",COPIED,portrait dusk hellyth scyir of nightfall.png,"Hellyth, Scyir of Nightfall.png",100,portrait dusk hellyth scyir of nightfall.png (100) | Khador_Nightfall.png (79) | Khymaera_Lylyth.png (64),"'portrait dusk hellyth scyir of nightfall.png' → 'Hellyth, Scyir of Nightfall.png'  (score 100)"
"Morayne, The Blade of Twilight",COPIED,portrait dusk morayne the blade of twilight.png,"Morayne, The Blade of Twilight.png",100,portrait dusk morayne the blade of twilight.png (100) | option dusk eidolon head flight.png (64) | portrait retribution garryth the blade of retribution.png (64),"'portrait dusk morayne the blade of twilight.png' → 'Morayne, The Blade of Twilight.png'  (score 100)"
"Scyrafael, Nis-Issyr of Desolations",COPIED,portrait protectorate fire of salvation.png,"Scyrafael, Nis-Issyr of Desolations.png",60,portrait protectorate fire of salvation.png (60) | Cygnar_Fuel-Canister.png (59) | Cygnar_Field-Gun.png (57),"'portrait protectorate fire of salvation.png' → 'Scyrafael, Nis-Issyr of Desolations.png'  (score 60)"
"Tyrus, Nis-Arsyr of Spiders",COPIED,portrait dusk tyrus nis arsyr of spiders.png,"Tyrus, Nis-Arsyr of Spiders.png",100,portrait dusk tyrus nis arsyr of spiders.png (100) | portrait minions farrow sapper.png (60) | portrait circle tharn wolf riders.png (57),"'portrait dusk tyrus nis arsyr of spiders.png' → 'Tyrus, Nis-Arsyr of Spiders.png'  (score 100)"
Eidolon,COPIED,option dusk eidolon head flight.png,Eidolon.png,100,option dusk eidolon head flight.png (100) | option dusk eidolon head force barrier.png (100) | option dusk eidolon head future sight.png (100),'option dusk eidolon head flight.png' → 'Eidolon.png'  (score 100)
Ghast,COPIED,option orgoth gharlghast head frother.png,Ghast.png,100,option orgoth gharlghast head frother.png (100) | option orgoth gharlghast head spider.png (100) | option orgoth gharlghast left arm bile jet.png (100),'option orgoth gharlghast head frother.png' → 'Ghast.png'  (score 100)
Israfyl,COPIED,option dusk israfyl back death whisper.png,Israfyl.png,100,option dusk israfyl back death whisper.png (100) | option dusk israfyl head israfyl.png (100) | option dusk israfyl left arm serpentine blade.png (100),'option dusk israfyl back death whisper.png' → 'Israfyl.png'  (score 100)
